Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20100015,18518,2010,3/4/2010 11:00 PM,4906,EXXONMOBIL PIPELINE CO,SORRENTO DOME,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,SORRENTO,ASCENSION,LA,30.17319,-90.78774,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.31,,0,0.31,NO,NO,YES,3/4/2010 23:00,3/5/2010 10:00,0,,,,,,,,,,,,,13500,94,0,0,0,0,13594
20100013,17335,2010,3/8/2010 11:01 AM,15156,SINCLAIR TRANSPORTATION COMPANY,MID-CONTINENT PIPELINE SYSTEM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CARROLLTON,CARROLL,MO,39.36359,-93.45965,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,84,0,83,1,NO,NO,NO,,,0,,,,,,,,,,,,,0,90,0,5849,5348,0,11287
20100061,17416,2010,3/8/2010 11:30 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,KANSAS CITY,WYANDOTTE,KS,39.13844,-94.60013,NATURAL FORCE DAMAGE,TEMPERATURE,168,0,75,93,NO,NO,NO,,,0,,,,,,,,,,,,,0,11625,0,1000,72995,0,85620
20100022,17722,2010,3/9/2010 11:25 AM,18718,SUNOCO PIPELINE L.P.,TEXOMA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,LONGVIEW,GREGG,TX,32.48248,-94.8391,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,,0.5,0.5,NO,NO,NO,,,,,,,,,,,,,,,,2500,39,0,2500,0,0,5039
20100023,17723,2010,3/9/2010 2:15 PM,18718,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.06839,-96.47081,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1,,0.05,0.95,NO,NO,NO,,,,,,,,,,,,,,,,17019,78,0,7967,1000,0,26064
20100034,18573,2010,3/11/2010 10:00 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",SUPERIOR TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,NATURAL FORCE DAMAGE,TEMPERATURE,0.75,0,0.75,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,60,0,5000,2000,0,8060
20100035,17406,2010,3/14/2010 10:04 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",MILFORD TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,MILFORD,DICKINSON,IA,43.29183,-95.15157,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,115,0,45,70,NO,NO,YES,3/14/2010 22:05,3/17/2010 15:15,0,,,,,,,,,,,,,50,9000,2500,340000,160000,0,511550
20100043,17724,2010,3/15/2010 9:30 AM,18718,SUNOCO PIPELINE L.P.,COMYN STATION,ONSHORE,TANK,CRUDE OIL,,,COMYN,COMANCHE,TX,32.07267,-98.46948,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,,0,0.12,NO,NO,NO,,,,,,,,,,,,,,,,0,10,0,755,0,0,765
20100019,17461,2010,3/15/2010 10:00 AM,30829,"TEPPCO CRUDE PIPELINE, LLC",,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOBBS,LEA,NM,32.652,-103.1393,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2,0,2,0,NO,NO,NO,,,,,,,,,,,,,,,,1000,160,0,0,0,0,1160
20100039,15197,2010,3/15/2010 3:55 PM,18718,SUNOCO PIPELINE L.P.,SATTERWHITE JUNCTION,ONSHORE,UNDERGROUND,CRUDE OIL,,,WHITE OAK,GREGG,TX,32.52582,-94.86381,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,,0,0.6,NO,NO,YES,3/15/2010 16:00,3/15/2010 18:30,,,,,,,,,,,,,,,46,,10999,452,,11497
20100042,15676,2010,3/16/2010 11:10 AM,18092,"SFPP, LP",LS 20,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,SACRAMENTO,SACRAMENTO,CA,38.5997,-121.4483,CORROSION,INTERNAL,48,0,5.12,42.88,NO,NO,YES,3/16/2010 11:16,3/18/2010 1:16,0,,,,,,,,,,,,,60000,490,0,70000,299510,50000,480000
20100041,18578,2010,3/18/2010 3:30 PM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.95885,-96.75655,CORROSION,EXTERNAL,7,0,7,0,NO,NO,YES,3/18/2010 16:00,,0,,,,,,,,,,,,,25000,0,0,6000,5000,18000,54000
20100048,17901,2010,3/20/2010 12:03 PM,31325,PACIFIC PIPELINE SYSTEM LLC,KELLEY PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,METTLER,KERN,CA,35.01937,-119.06305,CORROSION,INTERNAL,240,0,240,0,NO,NO,YES,3/20/2010 12:53,3/23/2010 17:00,0,,,,,,,,,,,,,0,800,0,2000,8000,6000,16800
20100044,17525,2010,3/21/2010 1:00 AM,31189,BP PIPELINE (NORTH AMERICA) INC.,MOKENA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MOKENA,WILL,IL,41.5569,-87.8861,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,90,0,90,0,NO,NO,YES,3/21/2010 8:45,3/24/2010 8:00,0,,,,,,,,,,,,,12000,6500,0,120000,20000,0,158500
20100051,18935,2010,3/22/2010 1:30 PM,31189,BP PIPELINE (NORTH AMERICA) INC.,TEXAS CITY CRUDE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TEXAS CITY,GALVESTON,TX,29.39972,-94.96417,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.47,0,0.47,0,NO,NO,NO,,,0,,,,,,,,,,,,,70000,30,0,36000,0,0,106030
20100046,18410,2010,3/23/2010 2:00 PM,2552,COLONIAL PIPELINE CO,BATON ROUGE STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,JACKSON,EAST FELICIANA,LA,30.71121,-91.28349,CORROSION,INTERNAL,1.35,0,1.35,0,NO,NO,,,,,,,,,,,,,,,,,166,107,0,4500,0,0,4773
20100050,17884,2010,3/23/2010 6:30 PM,31684,CONOCOPHILLIPS,LOUISIANA GATHERING SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WESTLAKE,CALCASIEU PARISH,LA,30.241,-93.27546,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,,0.24,0,NO,NO,YES,3/23/2010 18:30,3/23/2010 21:26,,,,,,,,,,,,,,500,20,0,2000,1000,0,3520
20100049,18576,2010,3/24/2010 8:00 AM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL SOUTH,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CUSHING,LINCOLN,OK,35.93985,-96.75629,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.25,0,0.25,0,NO,NO,,,,,,,,,,,,,,,,,600,0,0,400,350,0,1350
20100040,18002,2010,3/24/2010 1:30 PM,15674,PLANTATION PIPE LINE CO,,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BATON ROUGE,EAST BATON ROUGE,LA,30.54741,-90.16677,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.47,,0.47,0,NO,NO,,,,,,,,,,,,,,,,,400,415,0,3400,0,0,4215
20100054,15114,2010,3/25/2010 1:42 PM,18779,"SUNOCO, INC (R&M)",PHILADELPHIA REFINERY - WEST YARD,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,VACUUM GAS OIL (VGO),PHILADELPHIA,PHILADELPHIA,PA,39.91934,-75.20447,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1700,0,1699,1,NO,NO,YES,3/25/2010 18:00,3/28/2010 16:00,0,,,,,,,,,,,,,0,0,0,0,100000,0,100000
20100045,15592,2010,3/25/2010 5:36 PM,31563,"WHITECAP PIPE LINE COMPANY, L.L.C.",,OFFSHORE,,CRUDE OIL,,,,,,28.68555,-91.04555,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,5.7,0,0,5.7,NO,NO,YES,3/26/2010 13:20,5/1/2010 14:30,0,,,,,,,,,,,,,2200000,1260,0,0,0,0,2201260
20100027,17896,2010,3/26/2010 1:50 PM,31684,CONOCOPHILLIPS,"LO-01, LINE O",ONSHORE,ABOVEGROUND,CRUDE OIL,,,BORGER,,TX,35.68463,-101.35898,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.71,0,0.6,0.11,NO,NO,YES,3/26/2010 13:50,3/26/2010 14:50,,,,,,,,,,,,,,0,58,0,0,30000,0,30058
20100097,17728,2010,3/27/2010 10:30 PM,5320,PROGRESS ENERGY,BARTOW ANCLOTE PIPELINE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NO 6 FUEL OIL,ST PETERSBURG,PINELLAS,FL,27.86028,-82.59958,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,286,,191,95,NO,NO,NO,,,0,,,,,,,,,,,,,15000,75000,0,212000,100000,35000,437000
20100055,17885,2010,3/29/2010 10:15 AM,31684,CONOCOPHILLIPS,CLIFTON RIDGE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SULPHUR,CALCASIEU,LA,30.15957,-93.33989,CORROSION,INTERNAL,0.6,,0.6,0,NO,NO,YES,3/29/2010 10:15,3/29/2010 18:00,0,,,,,,,,,,,,,10000,30,0,5000,1100,0,16130
20100059,17290,2010,3/29/2010 6:45 PM,1845,"BUCKEYE PARTNERS, LP",,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,BOURBONNAIS,KANKAKEE,IL,41.1784,-87.8504,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,40,,40,0,NO,NO,YES,3/29/2010 18:48,3/31/2010 12:05,0,,,,,,,,,,,,,6900,1140,0,22550,84700,0,115290
20100058,16748,2010,3/30/2010 2:00 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,EAST LEG BLUE LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,SALISBURY,CHARITON,MO,39.46308,-92.87136,NATURAL FORCE DAMAGE,EARTH MOVEMENT,656,0,0,656,NO,NO,YES,3/30/2010 14:07,4/2/2010 17:20,16,,,,,,,,,,,,,81600,29000,0,0,0,0,110600
20100052,18411,2010,3/31/2010 9:00 AM,2552,COLONIAL PIPELINE CO,HANCOCK STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,CHARLOTTE COURTHOUSE,CHARLOTTE,VA,37.15778,-78.835,NATURAL FORCE DAMAGE,TEMPERATURE,1.2,0,1.2,0,NO,NO,NO,,,,,,,,,,,,,,,,30,140,0,56000,67226,0,123396
20100063,18179,2010,4/3/2010 2:55 PM,31720,KINDER MORGAN PIPELINES (USA) INC,PLATTE PIPE LINE CO.,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GOWER,BUCHANAN,MO,39.64343,-94.61827,CORROSION,INTERNAL,20,,20,0,NO,NO,YES,4/3/2010 14:56,4/3/2010 18:55,0,,,,,,,,,,,,,90000,240,0,51000,48000,0,189240
20100056,17412,2010,4/5/2010 7:55 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TULSA,TULSA,OK,36.13252,-96.02906,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,0,0.12,0,NO,NO,,,,,,,,,,,,,,,,,8000,12,0,0,0,0,8012
20110155,17221,2010,4/5/2010 9:10 AM,32483,"BRIDGER LAKE, LLC",BRIDGER LAKE,ONSHORE,UNDERGROUND,CRUDE OIL,,,ROBERTSON,UINTA,WY,41.184974,-110.410612,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,0,0,YES,NO,YES,4/5/2010 9:10,,0,,,,,,,,,,,,,0,0,0,0,0,4000000,4000000
20100065,17718,2010,4/5/2010 11:00 PM,18718,SUNOCO PIPELINE L.P.,BAD CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PHAROAH,OKFUSKEE,OK,35.42148,-96.14583,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3,,3,0,NO,NO,YES,4/5/2010 23:00,4/6/2010 11:00,0,,,,,,,,,,,,,2901,249,0,4665,0,0,7815
20100066,15557,2010,4/5/2010 11:45 PM,2731,CHEVRON PIPE LINE CO,"CYPRESS 10"" CRUDE PIPELINE",ONSHORE,UNDERGROUND,CRUDE OIL,,,VENICE,PLAQUEMINE,LA,29.2564,-89.1883,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,400,,185,215,NO,NO,YES,4/6/2010 1:57,9/11/2010 7:00,0,,,,,,,,,,,,,2200000,33600,0,8700000,3000000,0,13933600
20100028,17928,2010,4/7/2010 1:46 AM,2730,CHEVRON PRODUCTS COMPANY,,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LOUISVILLE,JEFFERSON,KY,38.1337,-85.5012,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4,0,4,0,YES,NO,YES,4/7/2010 1:46,,0,,,,,,,,,,,,,45000,504,0,35000,20000,0,100504
20100060,18676,2010,4/7/2010 10:45 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,WALNUT SPRINGS,BOSQUE,TX,32.06374,-97.81895,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0,0.71,0,NO,NO,YES,,,,,,,,,,,,,,,,14500,90,0,4000,18000,0,36590
20100064,15072,2010,4/8/2010 6:58 PM,31684,CONOCOPHILLIPS,"GD-03, GOLD LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GREEN RIDGE,PETTIS,MO,38.63064,-93.39656,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0,0.07,0.17,NO,NO,YES,4/8/2010 18:58,4/9/2010 10:30,,,,,,,,,,,,,,0,27,0,0,0,0,27
20100062,17649,2010,4/9/2010 2:00 PM,300,"PLAINS PIPELINE, L.P.",COLORADO CITY STATION,ONSHORE,TANK,CRUDE OIL,,,HERMLEIGH,SCURRY,TX,32.5375,-100.8377,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,0,0.36,0,NO,NO,,,,,,,,,,,,,,,,,0,30,0,125,125,1500,1780
20100075,15843,2010,4/10/2010 6:40 PM,18718,SUNOCO PIPELINE L.P.,"NOBLE 8""",ONSHORE,UNDERGROUND,CRUDE OIL,,,CASHION,LOGAN COUNTY,OK,35.86572,-97.62111,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,,0,0.02,NO,NO,YES,4/10/2010 18:40,4/24/2010 6:58,0,,,,,,,,,,,,,131956,2,0,35946,0,0,167904
20100069,17770,2010,4/12/2010 4:36 PM,15674,PLANTATION PIPE LINE CO,LOUDON PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,LOUDON,LOUDON,TN,35.76698,-84.36458,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.76,,4.76,0,NO,NO,,,,,,,,,,,,,,,,,3500,424,0,27095,0,0,31019
20100070,20491,2010,4/13/2010 12:01 PM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",P35 PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,SEYMOUR,JACKSON,IN,39.02601,-85.85146,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,,0.01,0,YES,NO,NO,,,0,1,0,0,0,0,1,,,,,,,0,37,0,75,0,35117,35229
20100077,18359,2010,4/13/2010 12:25 PM,4805,EXPLORER PIPELINE CO,PORT ARTHUR TANK FARM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PORT ARTHUR,JEFFERSON,TX,29.90083,-94.00556,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.1,0,0.1,0,NO,NO,NO,,,,,,,,,,,,,,,,0,9,0,0,30008,72952,102969
20100076,18362,2010,4/14/2010 11:30 AM,4906,EXXONMOBIL PIPELINE CO,LONGVIEW  PIPELINE STATION- LINE CODE 2942127,ONSHORE,UNDERGROUND,CRUDE OIL,,,LONGVIEW,"GREGG  COUNTY, TEXAS",TX,32.47413,-94.7185,CORROSION,INTERNAL,0.84,0,0.84,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,86,0,5000,0,0,5086
20100080,17428,2010,4/15/2010 8:25 PM,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,LUCAS STATION,ONSHORE,TANK,CRUDE OIL,,,BEAUMONT,JEFFERSON,TX,29.99763,-94.07668,CORROSION,INTERNAL,15,0,15,0,NO,NO,YES,4/15/2010 20:25,4/15/2010 23:50,0,,,,,,,,,,,,,0,0,0,20000,0,300,20300
20100068,17803,2010,4/16/2010 8:14 AM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,QULIN,BUTLER,MO,36.5746,-90.1886,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0,0.98,0,NO,NO,NO,,,,,,,,,,,,,,,,5000,0,0,0,0,0,5000
20100149,17981,2010,4/16/2010 9:35 AM,22855,"KOCH PIPELINE COMPANY, L.P.",REFUGIO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,REFUGIO,REFUGIO,TX,28.279502,-97.29544,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0,0,0.12,NO,NO,,,,,,,,,,,,,,,,,0,9,0,0,2500,0,2509
20100081,21414,2010,4/17/2010 7:00 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,UNDERGROUND,CRUDE OIL,,,DEER RIVER,ITASCA,MN,47.31006,-93.73207,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,5,0,4,1,NO,NO,YES,4/17/2010 19:00,4/18/2010 19:10,0,,,,,,,,,,,,,550000,350,20000,180000,216000,0,966350
20100085,17162,2010,4/20/2010 2:56 PM,22610,"MAGELLAN PIPELINE COMPANY, LP","#3-6"" MASON CITY TO MANKATO LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PEMBERTON,BLUE EARTH,MN,44.000221,-93.782668,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,25,0,25,0,NO,NO,YES,4/20/2010 14:56,4/21/2010 12:52,,,,,,,,,,,,,,6500,675,500,75000,60000,0,142675
20100083,16118,2010,4/23/2010 4:32 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,WEST LEG RED LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,NATURAL GASOLINE,SOLOMON,OTTAWA,KS,38.98742,-97.4042,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,1669,0,10,1659,NO,NO,YES,4/23/2010 16:39,4/29/2010 18:00,3,,,,,,,,,,,,,170034,129618,2460,110000,163297,0,575409
20100079,17966,2010,4/24/2010 7:30 PM,32147,MARATHON PIPE LINE LLC,"GARYVILLE TO ZACHARY 20"" - ZACHARY STATION",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,JACKSON,EAST FELICIANA,LA,30.70863,-91.27566,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,13,0,13,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,1149,0,46135,0,0,47284
20100078,17957,2010,4/25/2010 9:00 AM,32147,MARATHON PIPE LINE LLC,"SAMARIA - DETROIT 16"" CRUDE",ONSHORE,ABOVEGROUND,CRUDE OIL,,,SAMARIA,MONROE,MI,41.80708,-83.60071,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,91,0,79,12,NO,NO,YES,4/25/2010 9:03,4/25/2010 21:06,0,,,,,,,,,,,,,0,7018,0,171265,925684,0,1103967
20100074,17408,2010,4/26/2010 9:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",OLATHE PUMP STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,,OLATHE,JOHNSON,KS,38.88188,-94.74432,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,0,0.25,0.75,NO,NO,NO,,,0,,,,,,,,,,,,,10,100,0,1000,12000,0,13110
20100096,17243,2010,4/26/2010 10:18 AM,2731,CHEVRON PIPE LINE CO,SALT LAKE PRODUCTS,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TWIN FALLS,HANSEN,ID,42.51862,-114.27034,CORROSION,EXTERNAL,22,0,21,1,NO,NO,YES,4/26/2010 10:20,4/27/2010 18:30,0,,,,,,,,,,,,,38199,2772,0,15060,36825,0,92856
20100094,19217,2010,4/26/2010 10:35 AM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",AMMONIA LINE WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,MCPHERSON,MCPHERSON,KS,38.47623,-97.72254,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,0,0,2,NO,NO,YES,4/26/2010 10:35,4/26/2010 14:54,,,,,,,,,,,,,,10000,153,2500,13000,92000,0,117653
20100088,18412,2010,4/26/2010 12:00 PM,2552,COLONIAL PIPELINE CO,ATLANTA JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,AUSTELL,COBB,GA,33.85651,-84.62941,CORROSION,EXTERNAL,3,0,3,0,NO,NO,NO,,,,,,,,,,,,,,,,0,380,0,0,28500,0,28880
20100067,18607,2010,4/27/2010 2:00 PM,30003,HOUSTON REFINING LP.,HOUSTON REFINING LP,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,HOUSTON,HARRIS,TX,29.7169,-95.2364,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.25,,0.15,0.1,NO,NO,YES,4/27/2010 16:00,5/1/2010 2:00,,,,,,,,,,,,,,5754,25,0,0,72409,0,78188
20100089,17493,2010,4/28/2010 12:00 PM,31174,"SHELL PIPELINE CO., L.P.",COLEX WEST TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,29.7268,-95.141,CORROSION,INTERNAL,0.6,0,0,0.6,NO,NO,NO,,,0,,,,,,,,,,,,,0,75,0,4500,0,0,4575
20100098,15127,2010,4/28/2010 12:55 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",WHITING TO EARLY SEGMENT,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,SCHALLER,IDA,IA,42.45589,-95.32798,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.36,0.05,0,0.36,NO,NO,NO,,,,,,,,,,,,,,,,12000,30,5000,0,15000,0,32030
